Word,N,Mean,SD
hydrotherapy,24,2.541666667,1.887698545
hyena,24,3.708333333,2.196423311
hygiene,23,2.608695652,2.104953691
hymen,24,3.75,2.131543633
hymn,25,2.92,1.730125236
hyphen,23,1.956521739,1.718304155
hypnotist,25,4.44,1.827566688
hypotenuse,18,1.722222222,1.447332457
hypothermia,24,2.25,1.594828599
hysterectomy,24,2.375,1.78915817
ice,24,5.458333333,1.693444308
iceboat,27,4.37037037,1.620734595
icebox,22,5.181818182,1.867934016
icehouse,22,4,2.023669463
icepick,24,5.416666667,1.767254482
icing,25,4.76,1.963839776
icon,27,3.740740741,2.011363728
icy,23,3.391304348,2.147707667
ideal,23,1.304347826,0.764840008
idiot,29,4.103448276,2.127117896
idle,22,2.181818182,1.735795787
idol,22,3.545454545,1.844613077
if,25,1.4,1.322875656
igloo,27,4.851851852,1.791082692
ignite,25,2.12,1.73973178
iguana,24,5.166666667,1.736229465
ill,27,2.074074074,1.858989095
illicit,25,1.48,0.918331821
illuminate,24,1.333333333,0.637022057
illuminated,25,1.76,1.2
illustration,23,3.434782609,1.854382695
illustrator,25,4.48,1.98158186
image,28,3.428571429,1.970684623
imagination,24,2.25,2.005427418
immense,21,1.476190476,0.872871561
immunization,23,4,2.256304299
impact,25,1.84,1.624807681
impale,23,2,1.243163121
impede,25,1.52,1.159022577
implant,25,4.2,1.957890021
implode,22,1.5,0.74001287
import,25,2.08,1.869046103
impound,25,1.92,1.411854572
impress,28,1.892857143,1.832611691
impression,22,2.136363636,1.753783788
imprint,23,3.173913043,1.96912934
improvise,25,2.12,1.589549202
impulse,25,2.16,1.650252506
in,24,2.25,1.823756277
inanimate,23,1.869565217,1.546384282
incense,24,3.791666667,2.042572263
incentive,25,2.44,1.959591794
incest,25,1.8,1.527525232
inch,24,1.666666667,1.403928236
incident,24,1.75,1.421878733
incinerate,24,1.75,1.15155849
incineration,23,2,1.414213562
incinerator,24,3.666666667,1.88048714
incision,25,3.92,1.681269362
incline,25,2.72,2.072036036
income,27,1.962962963,1.315045524
incontinence,25,2.48,1.805547009
increase,21,1.80952381,1.327367606
incubator,24,4.291666667,1.756458063
indentation,24,2.333333333,1.711004451
independence,25,1.64,1.113552873
indestructible,25,1.56,1.15758369
index,24,2.5,1.933683127
indict,23,2.043478261,1.58051375
indigestion,24,2.625,1.438976085
indigo,22,1.590909091,0.908116361
indoor,27,2.666666667,2.236067977
indoors,22,3.272727273,1.980423672
indulge,24,2.041666667,1.545798419
infant,26,6.038461538,1.310901041
infantry,23,3,1.78376517
infantryman,24,4.166666667,1.970801352
infect,23,1.913043478,1.534839153
infection,26,2.769230769,1.680659211
inferno,24,1.958333333,1.160178647
infestation,24,2.791666667,1.955575456
infield,25,2.6,1.527525232
infielder,20,4.1,1.651155895
infinity,25,1.52,1.159022577
infirmary,28,4.214285714,1.571909498
inflexible,22,2.045454545,1.731425857
inflict,23,2.173913043,1.641844138
influence,23,1.347826087,0.884651737
influenza,28,3.821428571,1.98239607
inform,27,2,1.709700829
information,23,2.391304348,1.587998467
ingredient,29,4.793103448,1.896977113
ingredients,24,4.958333333,2.136212957
inhalation,28,4,2.177324216
inhale,24,3,2.395648229
inject,23,3.608695652,2.189627001
injection,22,3.772727273,2.068627753
injure,24,2.041666667,1.627993341
injured,28,4.071428571,2.209886396
injury,25,3.24,2.087262961
ink,25,5.56,1.502220579
inkwell,23,4.086956522,1.781547935
inland,27,2.074074074,1.517232448
inlet,21,2.80952381,1.990453406
inmate,23,4,1.758098146
inn,27,3.37037037,1.690428898
innards,24,3.333333333,1.60614761
innkeeper,25,3.84,1.972308292
innocuous,23,1.913043478,1.474419562
inscription,21,2.761904762,1.921061215
insect,24,5.125,1.825245665
insecticide,23,4.130434783,2.321918247
insemination,24,2.416666667,1.665941871
insert,23,2.956521739,2.077547962
inside,23,2.304347826,1.743423555
insignia,21,3.047619048,1.716863142
insole,22,4.454545455,1.920497771
inspect,24,2,1.351327849
inspector,23,4.391304348,1.900696773
install,23,2.086956522,1.951993002
installation,24,2.958333333,2.196423311
instance,25,1.88,1.480990659
instant,24,1.833333333,1.493949148
instructor,24,4.583333333,1.585715218
instrument,23,5.739130435,1.93572611
insulated,25,2.12,1.763519209
insulation,25,3.56,1.827566688
insulator,27,3.592592593,1.759791492
insulin,24,4.625,2.222659981
insult,25,2.2,1.848422751
intact,24,1.5,0.834057656
intellect,23,2.391304348,1.827545061
intent,25,1.68,1.345362405
intention,23,2.130434783,1.659801407
interceptor,22,2.454545455,1.765469659
intercom,23,4.695652174,1.520609406
intercourse,26,3.923076923,2.621802081
interim,23,1.695652174,1.063219066
interior,25,3.6,1.707825128
intern,24,4.791666667,1.503016291
interpreter,25,3.56,1.872609587
interrogator,23,4.217391304,2.295381167
interrupter,24,3,1.97814142
intersect,25,2.24,1.562049935
intersection,23,3,1.53741223
interstate,27,3.222222222,1.967687697
interview,27,1.666666667,1.240347346
interviewee,25,3.88,1.855622088
interviewer,24,4.75,1.799758438
intestinal,22,2.272727273,1.830477902
intestine,25,3.84,2.014116845
intestines,22,4,2.070196678
into,25,1.88,1.332916602
intoxicated,25,2.24,1.832120811
intricate,26,2.115384615,1.728049145
intruder,23,4.217391304,2.02162225
invade,24,1.875,1.261899879
invader,24,3.875,1.940696872
invasion,25,1.96,1.306394529
invent,23,1.608695652,1.587998467
invention,25,3.64,2.138535324
inventor,23,4.391304348,1.616368838
inventory,25,3.88,2.088061302
investigate,24,1.625,1.134920032
investigation,25,2.44,1.938212235
investigator,27,4.888888889,1.694637091
investment,27,2.148148148,1.406132276
investor,25,3.88,1.877942136
invitation,26,3.230769231,2.303175066
invite,25,2.24,1.690167645
invoice,23,3.869565217,1.791503884
irate,28,2.821428571,1.925531604
iris,27,3.703703704,1.705529803
irk,26,1.884615385,1.681116845
iron,26,5.538461538,1.725821989
ironwork,23,3.826086957,2.269404686
ironworks,23,3.869565217,2.11712386
irrigation,23,2.913043478,1.755848499
irritant,23,2.086956522,1.649050511
is,23,1.695652174,1.329209697
island,25,3.96,1.836663642
islander,24,3.875,2.070759155
isle,28,3.535714286,1.598196735
issue,27,1.37037037,0.88353086
it,24,1.916666667,1.501207244
italics,26,1.461538462,0.989172148
itch,25,3.88,2.315167381
itching,24,2.833333333,2.098999071
itchy,24,2.791666667,1.887698545
item,23,5.739130435,1.657418346
itinerary,21,3.476190476,1.833549771
ivory,25,4.2,2.140872096
jab,23,3.043478261,2.163294223
jabbed,24,2.541666667,2.105462185
jabbing,27,2.925925926,2.217516385
jack,25,4.12,2.420743687
jackal,25,3.48,2.123676058
jackass,25,3.36,2.099206199
jacket,24,6.333333333,1.274044115
jackrabbit,25,4.04,2.130727575
jade,24,3.458333333,1.887698545
jag,22,2.545454545,2.262052855
jagged,24,2.041666667,1.680558051
jaguar,23,4.826086957,2.145866511
jail,23,4.173913043,1.945908853
jailbird,24,2.958333333,2.293263607
jam,23,5.173913043,1.850114835
jar,24,6.208333333,1.382473104
jasmine,25,4.32,2.154839515
jaundice,27,1.777777778,1.395964881
jaunt,25,2.16,1.624807681
java,26,4.076923077,2.398717606
javelin,24,5.833333333,1.711004451
jaw,24,5.5,1.933683127
jawbreaker,25,5.28,1.947648154
jawed,19,1.789473684,1.512134157
jay,25,2.6,2.236067977
jaywalk,24,2.083333333,1.612900888
jaywalker,25,4.16,2.115025611
jazz,24,2.75,1.961587644
jealous,23,2.347826087,1.799209313
jealousy,25,1.84,1.598957994
jean,23,5.956521739,1.637022265
jeans,25,6.44,1.15758369
jeep,22,5.409090909,1.790426683
jeer,22,1.818181818,1.500360707
jelly,25,5.48,1.917463602
jellyfish,26,3.653846154,1.978733083
jerk,28,3.142857143,1.957214304
jersey,25,5.8,1.527525232
jester,26,3.5,1.655294536
jet,24,5.041666667,1.988645304
jewel,25,5.44,1.73397424
jeweled,24,2.166666667,1.464557113
jeweler,23,4.695652174,2.032347112
jewelry,26,6.576923077,0.643308755
jig,24,2.333333333,1.88048714
jiggle,25,2.92,2.1
jimmy,27,4.148148148,1.895413568
jingle,22,2.181818182,1.468279318
jingling,27,2.592592593,2.170771916
jitterbug,22,2.727272727,2.051290376
job,25,3.44,2.450850193
jockey,26,4.153846154,1.993836657
jockstrap,23,5.739130435,1.684620036
jog,23,2.869565217,2.201329099
jogger,26,5,1.788854382
join,24,2,1.668115312
joint,24,4.375,1.883855898
jointed,26,2.423076923,1.858452624
joke,24,2.166666667,1.948615265
jolt,23,2,1.206045378
josh,21,3.285714286,2.10102016
jot,24,1.625,0.969648076
journal,23,6,0.953462589
journalist,24,4.5,1.933683127
journey,25,2.48,1.960442127
journeyman,22,4.181818182,1.991323169
jowl,24,3.75,1.983628647
joy,27,1.740740741,1.534039228
joystick,25,6.12,1.053565375
judge,25,3.56,1.916594202
judo,21,3.761904762,2.321739906
juggle,26,3.115384615,2.196850893
juggling,23,3.434782609,2.063229749
juice,23,5.739130435,1.982133637
juicy,27,2.037037037,1.604835996
jukebox,25,5.8,1.354006401
jumbo,25,2.08,1.6563011
jump,23,3.304347826,2.304832524
jumper,27,4.296296296,2.108860699
junction,25,2.64,2.018250067
juncture,25,2.24,1.71464282
jungle,23,3.608695652,1.852249994
junior,23,2.173913043,1.669299633
junk,27,4.962962963,1.807707462
junkie,27,3.444444444,1.908147175
jurist,21,4.380952381,2.397419247
juror,23,4.782608696,1.782656897
jury,27,3.333333333,2.148344622
kale,23,5.652173913,1.721751108
kaleidoscope,25,5.84,1.21380943
kangaroo,23,4,2.276360732
karate,25,2.8,1.825741858
kazoo,20,5.6,1.667017507
kebab,24,5.916666667,1.282547284
keel,25,2.72,1.720465053
keepsake,24,4.75,1.700383588
keg,27,4.962962963,1.849770911
kelp,23,4.826086957,1.92240791
kennel,24,4.041666667,1.921936674
kept,25,2.16,1.772004515
kerchief,24,5.666666667,1.711004451
kernel,26,4.5,1.60623784
kerosene,26,3.846153846,1.736486284
ketchup,23,6.304347826,1.105144277
kettle,25,5.44,1.583245612
kettledrum,24,4.916666667,1.839580923
key,25,6.28,1.458309524
keyboard,25,6.08,1.288409873
keyhole,25,5.44,1.916594202
keystone,20,3.1,1.552586975
khaki,25,4,2.273030283
kick,24,3,2.02162225
kicker,24,3.583333333,2.104171151
kickoff,27,3.444444444,1.887883091
kid,25,5.68,1.725301906
kidnapper,26,3.961538462,2.106765658
kidney,25,4.68,2.249444376
kids,25,6.44,1.003327796
kill,25,2.24,1.762573876
killer,29,3.862068966,2.199417747
kiln,23,4.304347826,1.663369598
kilogram,23,1.652173913,1.401580136
kilometer,23,2.086956522,1.880837422
kilowatt,25,2.04,1.645195024
kilt,25,5.04,1.567375726
kin,23,4.47826087,2.212969318
kind,25,2.28,1.83757086
kindergarten,25,2.48,1.734935157
kindle,25,4.4,2.254624876
kindling,24,4.583333333,2.104171151
kinfolk,24,3.375,1.995919751
king,24,3.625,1.883855898
kingdom,21,2.238095238,1.48002574
kingfisher,19,3.157894737,2.034785216
kink,24,2.166666667,1.632993162
kinswoman,22,3.409090909,2.239453397
kiss,28,4.571428571,2.363747361
kissing,24,5.458333333,1.977683464
kit,23,4.739130435,1.863949651
kitchen,24,5.625,1.345281609
kitchenette,23,4.782608696,1.881887876
kite,25,5.8,1.224744871
kitten,25,6.4,1
kitty,23,6.043478261,1.364426648
kiwi,25,6.08,1.222020185
kleenex,23,6.043478261,1.491742754
knack,23,1.608695652,0.988071144
knapsack,25,5.84,1.374772708
knead,24,3.208333333,2.302723655
kneading,29,3.517241379,2.515958915
knee,22,5.818181818,1.332250643
kneecap,28,5.714285714,1.511857892
kneel,25,3.32,2.13541565
kneeling,27,3.074074074,2.217516385
knelt,25,2.2,1.554563176
knew,25,1.88,1.6663333
knickers,24,5.5,1.668115312
knight,25,3.56,2.180978374
knit,26,3.5,2.004993766
knitted,24,3.291666667,1.988645304
knitter,23,4.217391304,1.953005184
knitting,23,4.304347826,2.420270132
knob,27,5.888888889,1.552500052
knobby,24,2.166666667,1.632993162
knock,25,3.16,2.014116845
knockdown,27,2.259259259,1.872731296
knocker,25,4.2,1.979057015
knockout,25,1.92,1.441064421
knoll,23,3.52173913,1.903813523
knot,25,5.76,1.42243922
knothole,24,3.5,2
knotting,24,3.333333333,1.926173649
know,24,1.5,1.179535649
knowledge,25,2.2,2.121320344
knuckle,25,5.76,1.479864859
knuckleball,23,3.608695652,2.104953691
knuckled,24,2.208333333,1.933214639
knuckles,27,5.37037037,2.040892492
koala,23,4.130434783,2.11712386
kosher,24,1.666666667,0.963086825
kumquat,21,5.619047619,1.986861608
lab,24,3.666666667,1.88048714
label,24,5.375,1.764689898
labor,25,2.4,2.061552813
laboratory,23,4.739130435,1.629762707
laborer,25,3.84,1.772004515
labrador,27,5.074074074,1.939982671
labyrinth,22,3.090909091,1.715728109
lace,23,4.869565217,2.180582654
lacerate,21,2.523809524,1.833549771
lacerated,25,2.16,1.675310916
laceration,27,3.444444444,2.154303981
lacing,24,3.625,2.122600948
lackey,24,3,2.206709137
lacquer,22,3.181818182,1.918242341
lacrosse,25,3.2,2.081665999
lactate,24,2.416666667,1.839580923
lactation,27,2.962962963,1.480163231
lactose,25,3.64,2.270829511
lacy,25,2.08,1.288409873
lad,25,4.36,2.018250067
Ladder,740,6.117567568,1.234797
Laden,51,2.392156863,1.866316
ladle,25,4.84,2.321637353
lady,25,5.32,1.62583312
ladybird,22,3.5,2.064438123
ladybug,24,4.875,1.727337735
lag,25,2.04,1.767295486
lager,23,4.695652174,2.032347112
lagoon,25,3.64,1.890326251
laid,25,2.24,1.588500341
lair,26,2.923076923,1.787133502
lake,28,5.035714286,1.527092198
lamb,27,4.444444444,1.761409692
lambskin,24,4.416666667,1.976308959
lame,23,2.217391304,1.650248514
laminated,24,2.125,1.361345243
lamp,24,6.083333333,1.380506103
lamplight,24,4.291666667,1.988645304
lamplighter,19,4.263157895,2.023256596
lampshade,27,5.296296296,1.793467094
lance,21,4.571428571,2.15804144
lances,27,4.222222222,1.804552647
land,25,5.56,1.529705854
landlady,25,4.76,1.738773514
landlocked,24,1.666666667,1.16718415
landlord,25,4.16,2.40970261
landmark,24,3.375,2.060234263
landmine,25,4.24,2.126812952
landowner,27,3.481481481,1.928936941
landscape,26,4.384615385,2.173971906
landscaping,27,3.851851852,2.348546256
landslide,27,3.555555556,1.928198309
lane,22,2.545454545,1.654064913
lantern,26,5.653846154,1.573335506
lanyard,24,5.416666667,1.767254482
lap,23,4.130434783,2.006905076
lapdog,23,4.739130435,2.33972398
lapse,25,1.4,0.763762616
lard,25,4.08,1.823915203
large,25,1.68,1.492201952
lark,24,3.583333333,2.019829237
larvae,24,4.375,1.97401599
laryngitis,27,2.814814815,1.942184279
laryngoscope,17,4.411764706,2.093407018
larynx,22,3.909090909,2.136064269
laser,28,3.071428571,1.67616342
lash,27,3.888888889,2.172083957
lasso,27,5.555555556,1.368135546
last,23,1.304347826,0.926124997
latch,24,5.541666667,1.413572922
late,24,1.375,1.013495887
later,24,1.416666667,1.017954755
latex,23,5.086956522,1.781547935
lather,26,3.807692308,2.298159799
latrine,21,6.333333333,0.856348839
laugh,24,2.875,2.383138231
laughing,24,2.791666667,1.910592138
laughter,25,2.8,2.43241992
launch,26,1.807692308,1.470217148
launcher,24,3.5,1.841549442
launder,26,3.038461538,2.199650322
laundry,24,6.208333333,1.102533315
laundryman,25,4.2,1.632993162
lava,24,2.375,1.995919751
lavatory,29,5.620689655,1.677876913
law,25,2.4,1.683250823
lawn,23,5.695652174,1.550213552
lawyer,24,4.625,1.663221076
laxative,29,5.206896552,1.76026196
lay,22,2.909090909,2.328070751
layer,28,3.428571429,1.687175405
laying,22,2.409090909,1.708775415
lazy,24,1.583333333,1.380506103
leach,24,3.875,2.112334377
lead,24,3.625,2.183186741
Leaf,741,5.584345479,1.770623
leafed,24,2.666666667,1.948615265
leaflet,23,5.956521739,1.106931092
league,23,2.043478261,1.845837107
leak,29,3.517241379,1.824842256
leaky,22,2.136363636,1.457181054
lean,25,2.12,1.877942136
leaning,25,2.4,1.755942292
leap,23,2.695652174,1.794810261
leapt,24,1.916666667,1.612900888
leary,23,1.47826087,0.845822097
lease,24,1.958333333,1.334465099
leaseholder,24,3.125,2.028331934
leash,24,5.708333333,1.601063958
leather,26,5.576923077,1.836803243
leatherneck,21,3.142857143,2.174527863
leathery,24,2.541666667,1.817288153
leave,24,1.625,1.312564698
leavening,16,2.4375,1.71148084
leaves,26,5.846153846,1.405483766
lectern,25,3.96,2.406241883
lecture,25,2.84,2.075250989
lecturer,25,4.08,1.913112647
led,24,1.916666667,1.529895327
ledge,24,4.541666667,2.146365313
ledger,24,4.583333333,1.791687732
leech,24,4.291666667,2.074255585
leer,24,2.083333333,1.691838893
left,27,1.555555556,1.28102523
leftovers,24,5.625,1.438976085
leg,24,5.875,1.541103501
legend,27,1.592592593,1.185140669
leggings,23,6.130434783,1.140348744
legion,22,2.454545455,1.920497771
legislator,22,3.818181818,1.763015913
legit,23,1.565217391,1.036869719
legless,23,1.782608696,1.444630237
lei,17,5.058823529,1.853057886
lemon,25,6.08,1.579029238
lemonade,22,5.409090909,1.333062743
length,25,2,1.779513042
lens,26,5.115384615,1.632836136
lent,26,2.115384615,1.773740073
leopard,23,5.260869565,1.601629605
leotard,22,5.363636364,1.705605731
leper,25,2.88,2.068010316
leprechaun,27,1.555555556,1.219499687
leprosy,27,2.407407407,1.946580024
lesion,27,4.481481481,1.908893565
less,25,1.52,1.262273082
lesson,26,1.615384615,1.061203961
lethal,25,1.6,1
letter,27,5.259259259,2.176669873
letterbox,25,4.56,1.959591794
letterhead,26,3.807692308,2.059499566
lettering,24,3.041666667,1.988645304
lettuce,24,6.083333333,1.471960144
level,24,2.375,1.906795628
lever,26,5.038461538,1.907475174
liar,25,2.52,1.686218649
liberty,24,1.666666667,1.403928236
librarian,23,3.608695652,1.994062332
library,23,4.391304348,1.924462863
lice,25,5,2.101586702
licence,25,4.76,1.854723699
license,23,4.217391304,1.929590671
licensee,27,3.62962963,2.002846977
lick,23,4.652173913,2.308259786
licking,24,3.916666667,2.145098896
lid,28,5.428571429,1.772810521
lidless,22,1.681818182,1.286796082
lie,29,2,1.812653934
life,25,3.44,2.142428529
lifeboat,27,5.333333333,1.593255014
lifebuoy,23,4.260869565,2.240482726
lifeguard,25,4.96,1.946792233
lift,26,3.346153846,2.189836664
ligament,28,4.142857143,2.239614479
ligature,18,3.111111111,2.219933462
lightening,24,2.125,1.596531567
lighthouse,24,4.791666667,1.744037461
lighting,24,3.125,2.153106956
lightning,23,2.304347826,1.96410476
like,26,1.461538462,1.103839453
lilac,23,5,2.088931871
lilly,22,4.590909091,2.108013981
lily,26,4.884615385,1.840150496
limb,27,5.703703704,1.488799589
limber,26,2.307692308,1.934305679
limbless,26,1.846153846,1.405483766
limbo,23,2.173913043,1.77487961
lime,25,5.52,1.584297952
limeade,24,4.75,1.939296152
limerick,23,2.260869565,1.737746485
limes,23,5.782608696,2.043982782
limestone,23,4.565217391,2.128296095
limousine,23,5.565217391,1.674028537
limp,27,1.888888889,1.423250163
limping,23,2.695652174,1.96410476
line,24,2.666666667,1.88048714
lined,23,1.434782609,0.843482336
linen,24,5.875,1.261899879
liner,23,3.782608696,1.953005184
linesman,25,3.84,1.795364401
lineup,23,2.130434783,1.686964671
lingerie,25,5.72,1.429452109
linguist,23,3.217391304,2.02162225
lining,25,4.12,1.877942136
link,25,2.64,1.890326251
linoleum,27,4.62962963,2.059651728
lint,25,5.04,1.836663642
lion,24,3.416666667,1.998187585
lioness,24,3.833333333,1.970801352
lip,23,5.52173913,2.129224469
lipstick,28,5.928571429,1.585316219
liqueur,24,5.666666667,1.203858531
liquid,23,5.260869565,1.839401862
liquor,26,5.961538462,1.399450442
lisp,22,2.227272727,1.571526955
list,26,3.384615385,2.192294197
listen,23,2.652173913,2.144945341
lit,24,2.166666667,1.903467469
liter,28,3.428571429,2.026282336
literature,23,3.739130435,2.115256084
lithograph,23,3.608695652,2.039142655
litter,29,5.034482759,1.657941034
litterbug,23,3.391304348,2.039142655
little,27,1.555555556,1.395964881
live,24,2.416666667,1.954185401
liver,23,3.956521739,1.718304155
liverwurst,24,4.708333333,1.805286119
livestock,24,5.041666667,1.627993341
lizard,27,4.925925926,1.591465844
llama,24,4.75,1.750776225
load,25,3.28,1.882374387
loaf,24,4.458333333,2.484371439
loan,25,1.72,1.458309524
lob,22,2.318181818,1.835791347
lobby,25,3.96,1.670329309
lobbyist,25,4.4,1.825741858
lobe,23,4.47826087,2.086091718
lobster,25,4.92,1.934769581
local,25,2.28,1.83757086
locate,23,1.695652174,1.294561442
lock,23,5.173913043,1.850114835
locked,23,1.913043478,1.443261568
locker,26,5.538461538,1.630478929
locket,21,5.333333333,2.057506582
lockjaw,28,3.607142857,2.183087954
locksmith,25,4.8,1.224744871
locust,22,3.5,1.970013295
lodge,24,4.833333333,1.833662685
lodging,29,4.620689655,1.760961448
loft,27,3.925925926,1.879564719
log,26,5.692307692,1.51708222
logbook,23,5.565217391,1.375965346
logger,25,4.04,2.009975124
logging,25,2.32,1.749285568
logjam,23,2.608695652,1.876629727
loin,23,4.391304348,1.469048252
loincloth,24,4.833333333,1.736229465
loiterer,23,3.956521739,1.988106931
lollipop,25,6.48,0.918331821
long,27,1.185185185,0.622466375
longbow,21,5.285714286,1.901127485
longhaired,24,2.375,1.714706211
longhorn,22,3.090909091,1.823369223
longship,21,3.333333333,2.243509156
longshoreman,23,4.130434783,2.02942777
loo,21,4.952380952,2.036570413
look,22,2.681818182,2.337812645
lookout,25,1.92,1.187434209
loom,26,4.038461538,2.029399305
loon,22,3.909090909,1.997834325
loop,23,2.695652174,1.794810261
loose,25,2.16,1.885912688
loot,23,3.260869565,1.912100019
looter,27,3.777777778,1.671787006
lord,28,2.285714286,1.921749644
lose,27,1.296296296,0.868899163
loss,23,1.434782609,0.895751942
lost,23,2.304347826,2.183299892
lot,24,2.625,2.017585729
lotion,25,6.28,1.307669683
lotto,24,2.25,1.594828599
loud,25,2.12,1.94336478
loudspeaker,24,4.625,1.860633366
lounge,28,4.714285714,1.511857892
lounger,26,4.692307692,1.8924953
love,25,2.4,2.327373341
lovebird,25,4.4,1.802775638
low,24,1.833333333,1.632993162
lozenge,25,5.4,1.707825128
lubricant,25,5.76,1.3
lubricate,27,3.037037037,1.870447941
lubrication,27,4.333333333,2.303842943
lubricator,23,4.217391304,1.832944024
luck,25,1.8,1.354006401
lug,23,3.260869565,2.320215337
luggage,23,5.304347826,1.769303474
lukewarm,23,2.52173913,1.830786349
lullaby,25,2.76,1.942506971
lumbar,22,3.409090909,1.991866579
lumber,23,5.217391304,1.704446637
lumberjack,24,4.166666667,1.711004451
lumberman,24,4.166666667,2.140025735
lumberyard,25,4.04,1.767295486
luminescent,25,1.6,0.957427108
lump,24,4.5,1.956038588
lumpy,26,2.153846154,1.689788334
lunar,25,1.72,1.208304597
lunch,23,6.043478261,1.429502802
luncheon,27,2.555555556,1.804552647
lunchroom,23,4.565217391,1.878734752
lunchtime,25,2.16,1.748332539
lung,23,3.52173913,2.107768428
lunge,25,2.36,1.577973384
lunged,25,2.44,1.850225212
lungfish,25,3.36,1.380821012
lurch,21,2,1.673320053
lurk,24,1.5,0.834057656
lush,28,3,1.845916414
lye,20,3.8,2.142305693
lymph,27,2.962962963,1.786304339
lynch,24,2.791666667,2.021174146
lynx,25,3.12,1.855622088
lyre,20,4.45,1.791059669
lyric,25,2.76,2.184795948
lyrics,25,2.4,1.825741858
ma,21,4.047619048,2.376471975
macaroni,27,5.62962963,1.418236938
macaroon,26,4.346153846,2.058005009
macaw,23,4.217391304,1.905888524
mace,25,5.12,1.691153453
machete,24,5.791666667,1.413572922
machetes,23,5.260869565,1.711389422
machine,24,5.791666667,1.473805092
machinery,24,5.416666667,1.282547284
machinist,27,4.259259259,1.700511068
mackerel,22,4.181818182,1.942908072
macrame,22,3.5,2.241385626
mad,27,1.814814815,1.798226413
madam,24,4.041666667,2.115762103
madame,23,3.565217391,2.149547245
made,22,1.590909091,1.368318082
magazine,24,6.166666667,0.916831342
magenta,20,2.15,2.109502311
maggot,25,4.44,1.894729532
magic,26,2.153846154,1.848075923
magician,24,4.5,1.97814142
magistrate,24,3.083333333,2.083405796
magnet,26,5.615384615,1.745323422
magnifier,25,4.16,2.173323108
magnify,28,2.785714286,1.950444258
magnolia,24,5.416666667,1.665941871
mahjong,19,3.947368421,2.013114895
maid,24,4.458333333,1.693444308
maiden,25,4.44,2.399305455
maidservant,24,4.333333333,1.785610763
mail,24,6.125,1.034723235
mailbag,24,5.041666667,1.36665783
mailing,22,3.636363636,2.172237261
maim,21,1.952380952,1.856776521
main,23,2.434782609,1.854382695
mainsail,20,3.7,2.105131575
maize,24,5.416666667,1.612900888
major,23,3.260869565,2.26067953
majorette,17,4.058823529,2.014652211
majority,25,1.84,1.598957994
make,25,2.72,2.051828453
makeup,24,6,1.532261755
malaria,25,3.12,1.94336478
male,26,5.5,2.063976744
malice,25,1.8,1.224744871
mall,25,4.36,1.955334583
mallard,22,4.772727273,1.509708839
malleable,23,2.739130435,2.157805942
mallet,25,5.56,1.73397424
malt,25,3.08,1.846618531
mammal,24,5.291666667,1.706233244
mammary,22,3.136363636,1.934534632
mammoth,24,2.833333333,2.078182037
man,26,5.346153846,1.978733083
manage,24,2.416666667,1.976308959
management,26,2.346153846,1.853479057
manatee,25,3.52,2.123676058
mandarin,25,3.76,2.259793501
mandate,27,1.814814815,1.494529436
mandolin,23,5.304347826,1.717153633
mane,24,4.208333333,1.817288153
manes,22,3.772727273,2.158743422
mange,24,2.916666667,1.954185401
manger,27,4,1.732050808
mango,25,6.24,1.234233905
manhole,25,4.72,1.744515214
manic,27,1.666666667,1.300887271
manicure,26,4.730769231,2.108225648
manicured,23,2.869565217,2.051703235
manicurist,24,4.916666667,1.954185401
mannequin,25,4.48,1.8734994
manor,21,3.571428571,1.776835068
manservant,22,3.818181818,1.735795787
mansion,23,4.52173913,1.728624393
mansions,23,4.260869565,2.071832551
mantel,23,5,1.858640755
mantelpiece,21,4.285714286,1.82051798
mantle,26,4.807692308,1.649708599
manufacturer,26,3.576923077,2.157277487
manure,24,4.708333333,1.899179838
manuscript,24,5.083333333,1.612900888
many,24,1.958333333,1.781039429
map,27,5.481481481,1.672638872
maple,25,4.32,1.864582169
maraschino,23,3.826086957,2.145866511
marble,25,5.48,1.557776193
marbles,24,5.75,1.481773321
march,23,2.434782609,1.700964618
marcher,27,4.074074074,1.998574991
margarine,25,5.56,1.781385229
margin,26,2.692307692,1.913514688
marigold,24,4.75,2.069446471
marijuana,25,6.04,1.27410099
marinade,27,4.259259259,2.176669873
marinate,23,2.826086957,1.874522337
mariner,28,3.892857143,1.87259546
marionette,21,4.333333333,1.852925615
mark,25,2.48,1.661324773
market,24,4,1.865009616
marketeer,24,4.5,1.841549442
marketplace,23,3.956521739,2.364092385
marking,23,3.043478261,1.918291401
marksman,24,4.291666667,2.196423311
marmalade,24,6.041666667,1.36665783
marmot,18,3.222222222,1.957055278
maroon,25,1.68,1.435270009
marriage,28,4.142857143,2.189440749
marrow,24,3.333333333,1.578845662
marry,23,2.565217391,1.996043517
marsh,22,3.090909091,1.743261609
marshmallow,23,6.173913043,1.266784545
marshy,23,2.260869565,1.839401862
marsupial,23,4.217391304,2.152303665
martial,25,2.36,1.84571576
martyr,24,2.041666667,1.428869017
mascara,27,5.703703704,1.514413185
mascot,25,4.32,1.973153145
mash,22,2.772727273,2.068627753
mask,25,5.92,1.705872211
mason,24,3.916666667,2.062431378
masonry,26,3.269230769,2.182799896
masque,21,4.19047619,2.159144451
masquerader,21,3.666666667,2.12916259
mass,25,3,1.802775638
massacre,27,2.074074074,1.685365195
massage,23,4,2.174229226
masseur,25,5.6,1.290994449
